	shluc1	shluc2	shY1	shY2
ENSG00000237187	138	165	174	169
ENSG00000237188	0	0	0	0
ENSG00000237190	381	430	526	445
ENSG00000237193	0	0	0	0
ENSG00000237194	0	0	0	0
ENSG00000237195	0	0	0	0
ENSG00000237197	0	0	0	0
ENSG00000237200	1	2	2	5
ENSG00000237202	0	0	0	0
ENSG00000237205	0	0	0	0
ENSG00000237206	0	0	0	0
ENSG00000237207	0	0	0	0
ENSG00000237208	1	0	0	0
ENSG00000237210	0	0	0	0
ENSG00000237211	0	0	0	0
ENSG00000237212	0	0	0	0
ENSG00000237213	0	0	0	0
ENSG00000237214	0	0	0	0
ENSG00000237215	0	0	0	0
ENSG00000237217	0	0	0	0
ENSG00000237220	0	0	0	0
ENSG00000237221	0	0	0	0
ENSG00000237222	0	1	0	2
ENSG00000237223	0	0	0	0
ENSG00000237224	0	0	0	0
ENSG00000237225	0	0	0	0
ENSG00000237226	0	0	0	0
ENSG00000237227	0	0	0	0
ENSG00000237230	0	0	0	0
ENSG00000237232	0	6	0	1
ENSG00000237233	0	0	0	0
ENSG00000237234	166	161	87	137
ENSG00000237235	0	0	0	0
ENSG00000237236	0	0	0	0
ENSG00000237238	2	0	0	0
ENSG00000237242	0	0	0	0
ENSG00000237243	0	0	0	0
ENSG00000237247	0	0	0	0
ENSG00000237248	13	33	26	21
ENSG00000237249	0	0	0	0
ENSG00000237250	0	0	0	0
ENSG00000237251	0	0	0	0
ENSG00000237252	0	0	0	0
ENSG00000237254	0	0	0	0
ENSG00000237256	0	0	0	0
ENSG00000237257	0	0	0	0
ENSG00000237259	9	4	20	11
ENSG00000237260	0	0	0	0
ENSG00000237261	0	0	0	0
ENSG00000237262	0	0	0	0
ENSG00000237263	1	0	0	0
ENSG00000237264	0	1	0	1
ENSG00000237265	0	2	1	0
ENSG00000237266	0	0	0	0
ENSG00000237267	0	0	0	0
ENSG00000237268	0	0	0	0
ENSG00000237269	0	0	0	0
ENSG00000237271	0	0	0	0
ENSG00000237272	0	0	0	0
ENSG00000237273	0	0	0	0
ENSG00000237274	0	0	0	0
ENSG00000237275	0	0	0	0
ENSG00000237276	0	1	0	0
ENSG00000237278	26	27	17	19
ENSG00000237279	0	0	0	0
ENSG00000237280	0	0	0	0
ENSG00000237281	0	0	0	0
ENSG00000237282	0	0	0	0
ENSG00000237283	0	0	0	0
ENSG00000237285	0	0	0	0
ENSG00000237286	0	0	0	0
ENSG00000237289	0	0	0	0
ENSG00000237290	0	0	0	0
ENSG00000237292	0	0	0	0
ENSG00000237293	1	0	0	0
ENSG00000237294	0	0	0	0
ENSG00000237296	105	111	98	105
ENSG00000237297	0	0	0	0
ENSG00000237298	29	33	65	72
ENSG00000237299	0	0	0	0
ENSG00000237300	0	0	0	0
ENSG00000237301	0	1	0	0
ENSG00000237302	0	0	0	0
ENSG00000237303	0	0	0	0
ENSG00000237306	0	0	0	0
ENSG00000237307	0	1	0	0
ENSG00000237308	0	0	0	0
ENSG00000237309	0	0	0	0
ENSG00000237310	13	8	15	6
ENSG00000237311	0	0	0	0
ENSG00000237312	0	0	0	0
ENSG00000237314	0	0	0	0
ENSG00000237316	0	0	0	0
ENSG00000237317	0	0	0	0
ENSG00000237319	1	0	1	0
ENSG00000237320	0	0	0	0
ENSG00000237321	0	0	0	0
ENSG00000237322	0	0	0	0
ENSG00000237323	0	0	0	0
ENSG00000237324	0	0	0	0
ENSG00000237325	0	0	0	0
ENSG00000237326	0	0	0	0
ENSG00000237327	0	0	0	0
ENSG00000237328	0	0	0	0
ENSG00000237329	0	0	0	0
ENSG00000237330	0	0	0	0
ENSG00000237331	0	2	0	0
ENSG00000237336	0	0	0	0
ENSG00000237337	0	0	0	0
ENSG00000237338	0	1	0	0
ENSG00000237339	0	0	0	0
ENSG00000237341	0	0	0	0
ENSG00000237342	0	0	0	0
ENSG00000237343	0	0	0	0
ENSG00000237345	0	0	0	0
ENSG00000237346	0	0	0	0
ENSG00000237347	0	0	0	0
ENSG00000237349	0	0	0	0
ENSG00000237350	2	7	10	15
ENSG00000237351	0	1	0	0
ENSG00000237352	4	5	5	2
ENSG00000237353	1	0	0	0
ENSG00000237354	0	0	0	0
ENSG00000237356	4	0	6	4
ENSG00000237357	11	4	8	13
ENSG00000237358	0	0	0	0
ENSG00000237359	0	1	2	0
ENSG00000237360	0	0	0	0
ENSG00000237361	0	0	0	0
ENSG00000237363	0	0	0	0
ENSG00000237365	0	0	0	0
ENSG00000237370	0	0	0	0
ENSG00000237371	0	0	2	2
ENSG00000237372	0	0	0	0
ENSG00000237373	0	0	0	0
ENSG00000237377	0	0	0	0
ENSG00000237378	0	0	0	0
ENSG00000237379	0	1	0	0
ENSG00000237380	200	211	195	165
ENSG00000237381	0	0	0	0
ENSG00000237382	0	0	0	0
ENSG00000237383	0	0	0	0
ENSG00000237385	0	0	0	0
ENSG00000237387	0	0	0	0
ENSG00000237388	0	0	0	0
ENSG00000237389	0	0	0	0
ENSG00000237390	0	0	0	0
ENSG00000237396	0	0	0	0
ENSG00000237398	0	0	0	0
ENSG00000237399	241	270	317	336
ENSG00000237400	0	0	1	0
ENSG00000237401	0	0	0	0
ENSG00000237402	0	0	0	0
ENSG00000237406	0	0	0	0
ENSG00000237407	0	0	0	0
ENSG00000237408	0	0	0	0
ENSG00000237409	0	0	0	0
ENSG00000237410	0	0	0	0
ENSG00000237412	0	0	0	0
ENSG00000237413	0	0	0	0
ENSG00000237414	0	0	0	0
ENSG00000237415	0	0	1	0
ENSG00000237417	0	0	0	0
ENSG00000237418	2	2	0	1
ENSG00000237419	0	0	0	0
ENSG00000237422	1	1	0	0
ENSG00000237423	2	0	1	3
ENSG00000237424	45	65	62	72
ENSG00000237425	0	0	0	0
ENSG00000237426	0	0	0	0
ENSG00000237427	0	0	0	0
ENSG00000237428	0	0	0	0
ENSG00000237429	0	0	0	0
ENSG00000237432	0	0	0	0
ENSG00000237433	0	0	1	0
ENSG00000237434	0	0	0	0
ENSG00000237435	0	0	0	0
ENSG00000237436	6	5	9	3
ENSG00000237437	12	16	20	21
ENSG00000237438	4	2	7	13
ENSG00000237439	0	0	0	0
ENSG00000237440	20	6	23	19
ENSG00000237441	451	460	457	478
ENSG00000237442	0	0	0	0
ENSG00000237443	0	0	0	0
ENSG00000237444	0	0	0	0
ENSG00000237445	0	0	0	0
ENSG00000237446	0	0	0	0
ENSG00000237447	0	0	0	0
ENSG00000237449	0	0	0	0
ENSG00000237450	0	0	0	0
ENSG00000237451	0	1	0	1
ENSG00000237452	4	0	0	0
ENSG00000237453	0	0	0	0
ENSG00000237456	0	0	0	0
ENSG00000237457	3	0	0	0
ENSG00000237458	0	0	0	0
ENSG00000237460	0	0	0	0
ENSG00000237461	0	0	0	0
ENSG00000237463	0	0	0	0
ENSG00000237464	0	0	0	0
ENSG00000237466	0	0	0	0
ENSG00000237467	0	0	0	0
ENSG00000237468	0	0	0	0
ENSG00000237469	0	0	0	0
ENSG00000237470	0	0	0	0
ENSG00000237471	0	0	0	0
ENSG00000237472	0	0	0	0
ENSG00000237473	0	0	0	0
ENSG00000237475	0	0	1	0
ENSG00000237476	0	0	0	4
ENSG00000237477	0	0	0	0
ENSG00000237478	0	0	0	0
ENSG00000237479	0	0	0	0
ENSG00000237480	0	0	0	0
ENSG00000237481	27	34	25	33
ENSG00000237483	0	0	0	0
ENSG00000237484	13	12	20	15
ENSG00000237487	0	0	0	0
ENSG00000237489	8	12	2	2
ENSG00000237490	0	0	0	0
ENSG00000237491	39	34	19	20
ENSG00000237492	0	0	0	0
ENSG00000237493	70	74	65	52
ENSG00000237494	0	0	0	0
ENSG00000237498	0	0	0	0
ENSG00000237499	2	6	1	3
ENSG00000237500	0	0	0	0
ENSG00000237501	1	0	0	1
ENSG00000237503	0	0	0	0
ENSG00000237505	4	4	2	3
ENSG00000237506	10	19	7	3
ENSG00000237510	0	0	0	0
ENSG00000237512	0	0	0	0
ENSG00000237513	2	3	0	1
ENSG00000237514	0	0	0	0
ENSG00000237515	0	0	1	0
ENSG00000237517	5	4	4	0
ENSG00000237520	0	1	0	1
ENSG00000237521	0	0	0	0
ENSG00000237522	5	5	0	6
ENSG00000237523	60	68	77	90
ENSG00000237524	0	0	0	0
ENSG00000237525	0	0	0	0
ENSG00000237527	0	0	0	0
ENSG00000237528	0	0	0	0
ENSG00000237529	0	0	0	0
ENSG00000237530	0	0	0	1
ENSG00000237531	0	0	0	0
ENSG00000237532	0	0	0	0
ENSG00000237539	0	0	0	0
ENSG00000237540	0	0	0	0
ENSG00000237541	0	0	0	0
ENSG00000237542	0	0	0	0
ENSG00000237546	0	0	0	0
ENSG00000237547	0	0	0	0
ENSG00000237548	0	0	2	1
ENSG00000237549	0	0	0	0
ENSG00000237550	3569	3852	3845	3448
ENSG00000237551	0	1	0	0
ENSG00000237552	0	0	0	0
ENSG00000237553	0	0	0	0
ENSG00000237555	0	0	0	0
ENSG00000237556	0	0	0	0
ENSG00000237557	0	0	0	0
ENSG00000237558	0	0	0	0
ENSG00000237560	0	0	0	0
ENSG00000237563	0	0	0	0
ENSG00000237566	0	0	0	0
ENSG00000237567	0	0	0	0
ENSG00000237568	14	22	15	7
ENSG00000237569	0	0	0	0
ENSG00000237571	0	0	0	0
ENSG00000237572	0	0	0	0
ENSG00000237574	0	0	0	0
ENSG00000237575	5	15	5	11
ENSG00000237576	0	0	0	0
ENSG00000237579	0	0	0	0
ENSG00000237580	0	0	0	0
ENSG00000237581	0	0	0	0
ENSG00000237583	0	0	0	0
ENSG00000237584	0	0	0	0
ENSG00000237585	0	0	0	0
ENSG00000237586	1	0	1	0
ENSG00000237588	0	0	0	0
ENSG00000237589	0	0	0	0
ENSG00000237590	0	0	0	0
ENSG00000237592	0	0	0	0
ENSG00000237593	1	0	0	0
ENSG00000237594	3	9	1	3
ENSG00000237595	0	1	0	0
ENSG00000237596	1	0	1	4
ENSG00000237601	0	0	0	0
ENSG00000237603	0	0	0	0
ENSG00000237604	0	0	0	0
ENSG00000237605	13	14	21	18
ENSG00000237606	0	0	0	0
ENSG00000237609	0	0	0	1
ENSG00000237610	0	0	0	0
ENSG00000237611	0	0	0	0
ENSG00000237612	0	0	0	0
ENSG00000237613	0	0	0	0
ENSG00000237614	0	0	0	0
ENSG00000237616	0	0	0	0
ENSG00000237617	0	0	0	0
ENSG00000237618	0	0	0	0
ENSG00000237619	0	0	0	0
ENSG00000237620	0	0	0	0
ENSG00000237621	0	0	0	0
ENSG00000237622	0	0	0	0
ENSG00000237623	0	0	0	0
ENSG00000237624	0	2	2	0
ENSG00000237626	0	0	0	0
ENSG00000237628	0	0	1	0
ENSG00000237629	0	0	0	0
ENSG00000237630	0	0	0	0
ENSG00000237631	0	0	0	0
ENSG00000237632	0	0	0	0
ENSG00000237633	6	0	1	0
ENSG00000237635	0	0	0	0
ENSG00000237636	0	0	0	0
ENSG00000237637	1	0	0	0
ENSG00000237638	2	4	1	0
ENSG00000237639	0	0	0	0
ENSG00000237640	0	0	0	0
ENSG00000237641	15	11	4	13
ENSG00000237642	0	0	0	0
ENSG00000237643	0	0	0	0
ENSG00000237645	0	0	0	0
ENSG00000237646	1	0	1	0
ENSG00000237649	1307	1651	1597	1558
ENSG00000237650	0	0	0	0
ENSG00000237651	3	3	1	5
ENSG00000237653	0	0	0	0
ENSG00000237654	0	0	0	0
ENSG00000237655	8	18	12	9
ENSG00000237659	0	0	0	0
ENSG00000237661	0	0	0	0
ENSG00000237662	0	0	0	0
ENSG00000237663	0	0	0	0
ENSG00000237664	0	0	1	0
ENSG00000237665	0	0	0	0
ENSG00000237666	0	0	0	0
ENSG00000237667	0	0	0	0
ENSG00000237668	0	0	0	0
ENSG00000237669	17	20	16	5
ENSG00000237670	0	0	0	0
ENSG00000237671	0	0	0	0
ENSG00000237672	0	0	1	1
ENSG00000237674	0	0	0	0
ENSG00000237675	0	0	0	0
ENSG00000237676	0	0	0	0
ENSG00000237679	0	0	0	0
ENSG00000237682	0	0	0	0
ENSG00000237684	0	0	0	0
ENSG00000237685	1	2	3	0
ENSG00000237686	8	4	1	3
ENSG00000237687	0	0	0	0
ENSG00000237689	0	0	0	0
ENSG00000237691	1	2	4	0
ENSG00000237693	3	0	1	0
ENSG00000237699	0	0	0	0
ENSG00000237700	0	0	0	0
ENSG00000237701	0	0	0	0
ENSG00000237702	0	0	0	0
ENSG00000237704	0	0	0	0
ENSG00000237705	6	16	6	9
ENSG00000237706	0	0	0	0
ENSG00000237707	0	0	0	0
ENSG00000237708	0	0	0	0
ENSG00000237709	0	0	0	0
ENSG00000237711	0	0	0	0
ENSG00000237713	0	0	0	0
ENSG00000237714	36	37	44	51
ENSG00000237716	0	0	1	0
ENSG00000237717	0	0	0	0
ENSG00000237718	1	12	2	6
ENSG00000237719	3	3	7	1
ENSG00000237720	0	0	0	0
ENSG00000237722	0	0	0	0
ENSG00000237728	0	0	0	0
ENSG00000237729	0	0	0	0
ENSG00000237730	0	0	0	0
ENSG00000237731	0	0	0	0
ENSG00000237732	5	15	22	21
ENSG00000237734	0	0	0	0
ENSG00000237735	0	0	0	0
ENSG00000237737	131	127	128	145
ENSG00000237738	0	0	0	0
ENSG00000237740	0	0	0	0
ENSG00000237741	0	0	0	0
ENSG00000237742	0	0	0	0
ENSG00000237743	0	0	0	0
ENSG00000237745	0	0	0	0
ENSG00000237746	0	0	0	0
ENSG00000237747	0	0	0	0
ENSG00000237748	0	0	0	1
ENSG00000237749	0	1	0	0
ENSG00000237750	0	0	0	0
ENSG00000237751	0	0	0	0
ENSG00000237752	0	0	0	0
ENSG00000237753	9	13	32	12
ENSG00000237754	0	0	0	0
ENSG00000237756	0	0	0	0
ENSG00000237757	1	0	0	0
ENSG00000237758	2	3	3	2
ENSG00000237759	0	0	0	0
ENSG00000237760	0	0	0	0
ENSG00000237761	0	0	0	0
ENSG00000237763	0	0	0	0
ENSG00000237765	293	272	224	228
ENSG00000237766	0	3	0	0
ENSG00000237767	0	0	0	0
ENSG00000237768	97	105	90	78
ENSG00000237770	0	0	0	0
ENSG00000237772	1	4	0	0
ENSG00000237773	1	0	0	0
ENSG00000237774	0	0	0	0
ENSG00000237775	0	0	0	0
ENSG00000237781	17	12	9	6
ENSG00000237782	0	0	0	0
ENSG00000237783	0	0	0	0
ENSG00000237784	0	0	0	0
ENSG00000237786	11	9	7	9
ENSG00000237787	0	0	0	0
ENSG00000237788	0	0	0	0
ENSG00000237790	0	0	0	0
ENSG00000237793	0	0	0	0
ENSG00000237797	0	0	0	0
ENSG00000237798	35	57	77	74
ENSG00000237799	0	0	0	0
ENSG00000237801	0	0	0	0
ENSG00000237802	0	0	0	0
ENSG00000237803	0	0	1	0
ENSG00000237804	0	0	0	0
ENSG00000237806	0	0	0	0
ENSG00000237807	56	35	54	44
ENSG00000237810	0	0	0	0
ENSG00000237813	0	4	1	0
ENSG00000237816	1	0	0	0
ENSG00000237818	0	2	0	0
ENSG00000237819	17	16	7	9
ENSG00000237821	0	0	1	1
ENSG00000237823	0	0	0	0
ENSG00000237824	0	0	0	0
ENSG00000237827	0	0	0	0
ENSG00000237828	0	1	0	0
ENSG00000237832	0	0	0	0
ENSG00000237833	0	0	0	0
ENSG00000237835	0	0	0	0
ENSG00000237836	79	88	151	164
ENSG00000237837	0	0	0	0
ENSG00000237838	0	1	0	0
ENSG00000237840	7	14	13	2
ENSG00000237841	0	0	0	0
ENSG00000237842	4	1	13	1
ENSG00000237843	0	0	0	0
ENSG00000237844	0	0	0	0
ENSG00000237845	1	0	0	0
ENSG00000237846	68	75	75	68
ENSG00000237848	1	0	0	0
ENSG00000237849	0	0	0	0
ENSG00000237850	0	0	0	0
ENSG00000237851	0	0	0	0
ENSG00000237852	0	0	0	0
ENSG00000237853	0	0	0	0
ENSG00000237854	69	65	54	48
ENSG00000237856	0	0	0	0
ENSG00000237859	0	0	0	0
ENSG00000237860	0	0	0	0
ENSG00000237861	0	0	0	0
ENSG00000237862	1	2	8	4
ENSG00000237863	0	1	1	0
ENSG00000237864	0	0	0	0
ENSG00000237868	0	2	0	0
ENSG00000237870	11	13	4	5
ENSG00000237872	0	0	0	0
ENSG00000237873	0	0	0	0
ENSG00000237874	0	0	0	0
ENSG00000237875	0	0	0	0
ENSG00000237876	0	0	0	0
ENSG00000237877	3	5	4	1
ENSG00000237879	0	0	0	0
ENSG00000237880	0	0	2	0
ENSG00000237882	0	0	0	0
ENSG00000237883	108	128	134	104
ENSG00000237885	0	0	0	0
ENSG00000237886	1	3	3	0
ENSG00000237887	0	0	0	0
ENSG00000237888	0	0	0	0
ENSG00000237891	0	0	0	0
ENSG00000237892	1	0	0	2
ENSG00000237896	0	0	0	0
ENSG00000237897	0	0	0	0
ENSG00000237899	1	0	1	0
ENSG00000237901	0	0	0	0
ENSG00000237902	0	0	0	0
ENSG00000237903	2	0	1	0
ENSG00000237904	0	0	0	0
ENSG00000237906	0	0	0	0
ENSG00000237910	0	0	0	0
ENSG00000237911	28	33	30	19
ENSG00000237913	0	0	0	0
ENSG00000237914	0	0	0	0
ENSG00000237916	1	0	4	1
ENSG00000237917	0	0	0	0
ENSG00000237919	0	0	0	0
ENSG00000237920	0	0	0	0
ENSG00000237921	0	0	0	0
ENSG00000237922	0	0	0	0
ENSG00000237923	0	0	0	0
ENSG00000237924	0	0	0	0
ENSG00000237926	0	0	0	0
ENSG00000237927	0	0	0	4
ENSG00000237928	0	1	2	1
ENSG00000237929	0	0	0	0
ENSG00000237930	0	0	0	0
ENSG00000237931	1	0	1	0
ENSG00000237934	8	1	0	0
ENSG00000237936	0	0	0	0
ENSG00000237937	0	0	0	0
ENSG00000237938	159	172	169	140
ENSG00000237939	0	0	0	0
ENSG00000237940	11	7	2	1
ENSG00000237941	0	0	0	0
ENSG00000237943	19	31	23	10
ENSG00000237945	263	253	209	186
ENSG00000237947	0	0	0	0
ENSG00000237948	0	0	0	0
ENSG00000237949	0	0	0	1
ENSG00000237950	12	10	12	13
ENSG00000237951	0	0	0	0
ENSG00000237952	0	0	0	0
ENSG00000237953	0	0	0	0
ENSG00000237954	0	0	0	0
ENSG00000237955	0	0	0	0
ENSG00000237956	0	0	0	0
ENSG00000237957	0	0	0	0
ENSG00000237959	0	0	0	0
ENSG00000237961	0	0	0	0
ENSG00000237963	1	0	0	1
ENSG00000237964	0	0	0	0
ENSG00000237968	0	0	0	0
ENSG00000237970	0	0	0	0
ENSG00000237971	0	0	0	0
ENSG00000237972	3	0	0	1
ENSG00000237973	67	75	74	81
ENSG00000237974	0	0	0	0
ENSG00000237975	196	261	99	87
ENSG00000237976	3	6	8	4
ENSG00000237977	1	2	5	3
ENSG00000237978	0	0	2	2
ENSG00000237979	0	0	1	0
ENSG00000237980	0	0	0	0
ENSG00000237982	0	0	0	0
ENSG00000237984	2	3	3	4
ENSG00000237986	0	0	0	0
ENSG00000237987	0	0	0	0
ENSG00000237988	0	0	0	0
ENSG00000237989	0	0	0	0
ENSG00000237990	2	0	0	2
ENSG00000237991	5	3	6	4
ENSG00000237992	0	0	0	0
ENSG00000237993	0	0	0	0
ENSG00000237994	0	0	0	0
ENSG00000237997	0	0	0	0
ENSG00000237999	0	0	0	0
ENSG00000238000	5	2	1	8
ENSG00000238001	0	0	0	0
ENSG00000238002	0	0	0	0
ENSG00000238003	0	0	0	0
ENSG00000238004	0	0	0	0
ENSG00000238005	0	0	0	1
ENSG00000238007	0	0	0	0
ENSG00000238008	0	0	0	0
ENSG00000238009	0	1	0	0
ENSG00000238010	0	0	0	0
ENSG00000238012	0	0	0	0
ENSG00000238013	0	0	0	0
ENSG00000238015	0	1	0	0
ENSG00000238018	176	185	177	151
ENSG00000238019	0	0	0	0
ENSG00000238020	0	0	0	0
ENSG00000238021	0	0	0	0
ENSG00000238022	0	0	0	0
ENSG00000238024	0	0	1	0
ENSG00000238025	0	0	0	0
ENSG00000238026	0	0	0	0
ENSG00000238029	0	0	0	0
ENSG00000238031	0	0	0	0
ENSG00000238032	0	0	0	0
ENSG00000238034	0	0	0	0
ENSG00000238035	8	10	9	2
ENSG00000238037	0	0	0	0
ENSG00000238038	0	0	0	0
ENSG00000238039	6	3	2	4
ENSG00000238040	0	0	0	0
ENSG00000238041	1	1	3	2
ENSG00000238042	0	0	0	0
ENSG00000238043	0	0	0	1
ENSG00000238045	1639	1721	1808	1611
ENSG00000238046	0	0	0	0
ENSG00000238047	0	0	0	0
ENSG00000238048	0	0	0	0
ENSG00000238049	0	0	0	0
ENSG00000238051	0	0	0	0
ENSG00000238054	0	0	0	0
ENSG00000238055	0	0	0	0
ENSG00000238057	7	5	0	1
ENSG00000238058	22	38	24	29
ENSG00000238059	0	2	0	0
ENSG00000238061	0	1	0	3
ENSG00000238062	0	1	0	0
ENSG00000238063	0	0	0	0
ENSG00000238065	0	0	0	0
ENSG00000238066	0	0	0	0
ENSG00000238067	0	0	0	0
ENSG00000238069	0	0	0	0
ENSG00000238072	28	26	26	24
ENSG00000238073	0	0	0	0
ENSG00000238074	0	0	0	0
ENSG00000238075	0	0	0	0
ENSG00000238076	0	0	0	0
ENSG00000238077	0	0	0	0
ENSG00000238078	3	0	1	4
ENSG00000238079	1	0	0	0
ENSG00000238081	0	0	0	0
ENSG00000238082	1	1	0	1
ENSG00000238083	42	63	49	59
ENSG00000238084	0	0	1	0
ENSG00000238085	0	0	0	0
ENSG00000238086	0	3	0	0
ENSG00000238087	0	0	0	0
ENSG00000238088	0	0	0	0
ENSG00000238090	0	0	0	0
ENSG00000238092	0	0	0	0
ENSG00000238094	0	0	0	0
ENSG00000238097	0	0	0	0
ENSG00000238098	2	6	1	11
ENSG00000238099	0	0	0	0
ENSG00000238102	0	0	0	0
ENSG00000238103	42	47	42	29
ENSG00000238105	74	61	57	84
ENSG00000238107	0	0	0	0
ENSG00000238108	0	0	0	0
ENSG00000238109	0	2	0	0
ENSG00000238110	0	0	0	0
ENSG00000238111	0	0	0	0
ENSG00000238113	39	51	26	22
ENSG00000238116	0	0	0	0
ENSG00000238117	0	0	0	0
ENSG00000238118	0	0	0	0
ENSG00000238120	0	0	0	0
ENSG00000238121	0	0	0	1
ENSG00000238122	0	0	0	0
ENSG00000238123	26	29	22	18
ENSG00000238124	0	0	0	0
ENSG00000238125	0	0	0	0
ENSG00000238129	0	0	0	0
ENSG00000238131	0	0	0	0
ENSG00000238132	0	0	0	0
ENSG00000238133	76	86	73	99
ENSG00000238135	0	0	0	0
ENSG00000238137	0	0	0	0
ENSG00000238138	0	0	0	0
ENSG00000238139	0	0	0	0
ENSG00000238140	1	0	0	0
ENSG00000238141	0	0	0	0
ENSG00000238142	0	0	0	0
ENSG00000238143	0	0	0	0
ENSG00000238145	0	0	0	0
ENSG00000238149	0	0	0	0
ENSG00000238150	0	0	0	0
ENSG00000238151	1	3	3	6
ENSG00000238152	0	0	0	0
ENSG00000238153	0	3	1	0
ENSG00000238154	0	0	0	0
ENSG00000238156	0	0	0	0
ENSG00000238158	0	0	0	0
ENSG00000238160	2	0	0	1
ENSG00000238161	0	0	0	0
ENSG00000238162	0	0	0	0
ENSG00000238164	1	0	0	0
ENSG00000238165	0	0	0	0
ENSG00000238166	0	0	0	0
ENSG00000238168	0	0	0	0
ENSG00000238169	0	0	0	0
ENSG00000238171	4	3	5	8
ENSG00000238172	0	0	0	0
ENSG00000238173	0	0	0	0
ENSG00000238176	0	0	0	0
ENSG00000238178	10	15	17	9
ENSG00000238180	1	0	0	0
ENSG00000238181	0	0	2	0
ENSG00000238183	0	0	0	0
ENSG00000238184	79	100	114	96
ENSG00000238185	0	0	0	0
ENSG00000238186	9	18	14	11
ENSG00000238188	0	0	0	1
ENSG00000238189	0	0	0	0
ENSG00000238190	0	0	0	0
ENSG00000238191	0	0	0	0
ENSG00000238192	0	0	0	0
ENSG00000238193	0	0	0	0
ENSG00000238194	0	0	0	0
ENSG00000238195	0	0	0	0
ENSG00000238197	99	111	93	70
ENSG00000238198	1	2	3	3
ENSG00000238199	0	3	0	1
ENSG00000238200	0	0	0	0
ENSG00000238201	0	0	0	0
ENSG00000238205	0	0	0	0
ENSG00000238207	0	0	0	0
ENSG00000238210	0	0	1	0
ENSG00000238211	0	0	0	0
ENSG00000238212	0	0	0	0
ENSG00000238213	0	0	0	0
ENSG00000238215	0	0	0	0
ENSG00000238217	0	0	0	0
ENSG00000238220	0	0	0	0
ENSG00000238221	370	445	517	447
ENSG00000238222	0	0	0	0
ENSG00000238223	0	0	0	0
ENSG00000238224	0	0	0	0
ENSG00000238225	0	0	0	0
ENSG00000238227	342	414	400	423
ENSG00000238228	4	7	4	11
ENSG00000238230	3	1	1	0
ENSG00000238231	0	0	0	0
ENSG00000238232	0	0	0	0
ENSG00000238235	0	0	0	0
ENSG00000238236	0	0	0	0
ENSG00000238241	0	0	0	0
ENSG00000238242	0	0	0	0
ENSG00000238243	0	0	0	0
ENSG00000238244	0	0	0	0
ENSG00000238245	0	0	0	0
ENSG00000238246	0	0	0	0
ENSG00000238247	0	0	0	0
ENSG00000238249	0	0	1	0
ENSG00000238250	0	0	0	0
ENSG00000238251	2	2	1	1
ENSG00000238254	0	0	0	0
ENSG00000238256	0	0	0	0
ENSG00000238257	0	0	0	0
ENSG00000238258	179	203	211	176
ENSG00000238259	0	0	0	0
ENSG00000238260	1	7	3	2
ENSG00000238262	0	0	0	0
ENSG00000238263	0	0	0	0
ENSG00000238265	0	0	0	0
ENSG00000238266	648	768	559	547
ENSG00000238267	0	0	0	0
ENSG00000238269	1	1	0	0
ENSG00000238270	0	0	0	0
ENSG00000238271	20	45	44	53
ENSG00000238272	0	0	0	0
ENSG00000238273	16	8	16	16
ENSG00000238275	0	0	0	0
ENSG00000238276	0	0	0	0
ENSG00000238277	0	0	0	0
ENSG00000238278	48	55	47	48
ENSG00000238279	79	86	33	48
ENSG00000238280	35	80	45	88
ENSG00000238282	0	1	0	0
ENSG00000238283	0	0	0	0
ENSG00000238284	0	0	0	0
ENSG00000238285	0	0	0	0
ENSG00000238286	2	2	6	3
ENSG00000238287	0	0	1	1
ENSG00000238288	0	0	0	0
ENSG00000238290	2	0	1	0
ENSG00000238291	0	0	0	0
ENSG00000238295	1	0	0	0
ENSG00000238297	0	0	0	0
ENSG00000238300	0	0	0	0
ENSG00000238302	0	0	0	0
ENSG00000238304	0	0	0	0
ENSG00000238311	0	0	0	0
ENSG00000238316	0	0	0	0
ENSG00000238317	2	1	2	5
ENSG00000238324	0	0	0	0
ENSG00000238326	0	0	0	1
ENSG00000238344	0	0	0	0
ENSG00000238357	0	0	0	0
ENSG00000238358	1	2	1	0
ENSG00000238363	0	1	1	3
ENSG00000238364	0	1	0	0
ENSG00000238365	0	5	2	0
ENSG00000238366	1	1	0	0
ENSG00000238367	0	0	0	0
ENSG00000238370	0	0	0	0
ENSG00000238371	0	0	0	0
ENSG00000238372	0	0	0	0
ENSG00000238374	0	0	0	0
ENSG00000238379	0	0	0	0
ENSG00000238380	0	0	0	0
ENSG00000238382	0	0	0	0
ENSG00000238386	3	2	0	0
ENSG00000238387	0	0	0	0
ENSG00000238390	2	4	1	0
ENSG00000238391	0	0	0	0
ENSG00000238399	0	0	0	0
ENSG00000238405	0	2	0	1
ENSG00000238406	0	1	2	1
ENSG00000238410	0	0	0	0
ENSG00000238417	0	0	0	0
ENSG00000238419	2	0	1	0
ENSG00000238420	0	0	0	0
ENSG00000238423	0	0	0	0
ENSG00000238426	0	0	0	0
ENSG00000238427	0	0	0	0
ENSG00000238431	0	0	0	0
ENSG00000238440	0	0	0	0
ENSG00000238441	0	0	0	0
ENSG00000238443	0	0	0	0
ENSG00000238444	0	0	0	1
ENSG00000238446	0	0	0	0
ENSG00000238447	0	0	0	0
ENSG00000238452	0	0	0	0
ENSG00000238456	0	0	0	0
